"Time","estimated_follow_longi_velocity","estimated_follow_sideslip_angle","estimated_lead_longi_velocity","estimated_lead_sideslip_angle","groundtruth_follow_longi_velocity","groundtruth_follow_sideslip_angle","groundtruth_lead_longi_velocity","groundtruth_lead_sideslip_angle"
163.711,3.31275947,0.001061787032,3.312535007,0.003884868982,3.312415383,0.001033076883,3.312374266,0.003821951673
163.721,3.312912893,0.001062216539,3.312535007,0.003884868982,3.312552785,0.001033099011,3.312511516,0.003835267159
163.731,3.31302196,0.001062623519,3.312836708,0.003918682484,3.312693544,0.001033199544,3.312652125,0.003848652725
163.741,3.313183205,0.00106301819,3.312836708,0.003918682484,3.312837547,0.001033377302,3.312795979,0.003862106217
163.751,3.313348176,0.001063391212,3.313160182,0.003944529701,3.312984693,0.001033631243,3.312942979,0.003875625104
163.761,3.313516768,0.001063747258,3.313160182,0.003944529701,3.31313489,0.001033960104,3.313093032,0.003889206194
163.771,3.31364228,0.001064087372,3.313362359,0.003962088281,3.313288049,0.001034362722,3.313246048,0.003902846354
163.781,3.313817785,0.001064418289,3.313362359,0.003962088281,3.313444082,0.001034837818,3.313401941,0.003916542585
163.791,3.313996582,0.001064726699,3.313729151,0.003990902753,3.313602901,0.001035384008,3.313560622,0.00393029198
163.801,3.31417856,0.001065016574,3.313729151,0.003990902753,3.313764422,0.001035999783,3.313722006,0.00394409163
163.811,3.314319237,0.001065289572,3.314052594,0.004018106052,3.313928559,0.001036683469,3.314052544,0.00397182955
163.821,3.314507242,0.001065553295,3.314052594,0.004018106052,3.314095228,0.001037433188,3.314221529,0.00398576127
163.831,3.31469809,0.001065796234,3.314370102,0.004039428616,3.314264345,0.001038246831,3.314221529,0.00398576127
163.841,3.314891667,0.001066023128,3.314370102,0.004039428616,3.314435827,0.001039122062,3.314392882,0.003999730076
163.851,3.315044628,0.001066236244,3.314817612,0.004075954002,3.314609592,0.001040056343,3.314566519,0.004013732131
163.861,3.315243322,0.001066443429,3.314817612,0.004075954002,3.314785558,0.001041046946,3.314742359,0.004027763415
163.871,3.315444403,0.001066633669,3.31509447,0.004091258562,3.314963643,0.001042090972,3.314920319,0.004041819767
163.881,3.315647758,0.001066811746,3.31509447,0.004091258562,3.315143765,0.001043185464,3.315100319,0.004055896909
163.891,3.315809393,0.001066980082,3.315495651,0.004120208919,3.315325844,0.001044327433,3.315282278,0.00406999047
163.901,3.316016954,0.001067146845,3.315495651,0.004120208919,3.315509801,0.001045513828,3.315466116,0.004084095988
163.911,3.316226451,0.001067301155,3.315868109,0.004141889472,3.315695554,0.001046741533,3.315651752,0.0040982082
163.921,3.316437773,0.00106744814,3.315868109,0.004141889472,3.315883024,0.001048007365,3.315839107,0.004112319551
163.931,3.31660417,0.001067590427,3.316260429,0.004167923795,3.316072132,0.001049308088,3.316028102,0.004126420459
163.941,3.316818814,0.001067736713,3.316260429,0.004167923795,3.3162628,0.001050640422,3.316218655,0.004140499471
163.951,3.31703496,0.001067875399,3.316689348,0.004192111318,3.316454949,0.001052000879,3.316410689,0.004154549807
163.961,3.317252514,0.001068005002,3.316689348,0.004192111318,3.316648497,0.001053383305,3.316604128,0.00416856733
163.971,3.317419844,0.001068122884,3.317027925,0.004213111657,3.316843368,0.001054784069,3.316994913,0.004196494539
163.981,3.317639915,0.001068243926,3.317027925,0.004213111657,3.317039485,0.001056201943,3.316994913,0.004196494539
163.991,3.317861114,0.001068376112,3.317556813,0.004243501359,3.31723677,0.001057636639,3.317390394,0.004224269219
164.001,3.318083335,0.001068523485,3.317556813,0.004243501359,3.317435148,0.001059083657,3.317390394,0.004224269219
164.011,3.318248398,0.001068686083,3.317913701,0.004265368797,3.317634546,0.001060538572,3.317589701,0.004238095678
164.021,3.31847236,0.001068871264,3.317913701,0.004265368797,3.31783489,0.001061997392,3.317789955,0.004251874992
164.031,3.318697054,0.001069060763,3.318430176,0.004292958105,3.318036107,0.00106345677,3.317991082,0.004265602205
164.041,3.318922392,0.001069257695,3.318430176,0.004292958105,3.318238122,0.001064914052,3.318193009,0.004279272969
164.051,3.319082239,0.001069462536,3.318766872,0.004312448282,3.318440861,0.001066367132,3.318395663,0.004292883623
164.061,3.319308618,0.00106968537,3.318766872,0.004312448282,3.318644253,0.001067814206,3.318598972,0.004306431057
164.071,3.319535397,0.001069908413,3.319129677,0.004329835744,3.318848224,0.001069253537,3.318802863,0.004319912436
164.081,3.319762499,0.001070138671,3.319129677,0.004329835744,3.319052704,0.001070683298,3.319007265,0.004333324936
164.091,3.319914736,0.00107037978,3.319620837,0.004361531166,3.319257622,0.001072101489,3.319212107,0.004346665547
164.101,3.320142261,0.001070645413,3.319620837,0.004361531166,3.319462907,0.001073505923,3.319417319,0.00435993099
164.111,3.320369888,0.001070916472,3.320077285,0.004383462924,3.31966849,0.001074894282,3.319622832,0.004373117735
164.121,3.32059755,0.001071201086,3.320077285,0.004383462924,3.319874304,0.001076264206,3.319828578,0.004386222091
164.131,3.320740688,0.00107150283,3.320407711,0.004402838508,3.32008028,0.001077613387,3.320034489,0.004399240329
164.141,3.32096822,0.001071836167,3.320407711,0.004402838508,3.320286352,0.001078939656,3.320240498,0.004412168804
164.151,3.321195592,0.00107217855,3.320818744,0.004422627258,3.320492454,0.001080241038,3.320446539,0.004425004054
164.161,3.321422743,0.001072538194,3.320818744,0.004422627258,3.320698519,0.001081515791,3.320652547,0.004437742843
164.171,3.32155594,0.001072918346,3.321145439,0.004442360029,3.320904485,0.001082762361,3.320858457,0.004450382128
164.181,3.321782478,0.001073334465,3.321145439,0.004442360029,3.321110288,0.001083979381,3.321064206,0.004462919069
164.191,3.322008628,0.001073761073,3.321691354,0.004470508056,3.321315863,0.001085165666,3.32126973,0.004475351107
164.201,3.322234337,0.001074206897,3.321691354,0.004470508056,3.321521151,0.001086320204,3.321474969,0.004487676026
164.211,3.322357399,0.001074675235,3.322073101,0.004494125393,3.321726088,0.001087442145,3.32167986,0.004499891948
164.221,3.322582077,0.001075182762,3.322073101,0.004494125393,3.321930617,0.001088530786,3.321884343,0.00451199729
164.231,3.32280617,0.001075701452,3.32247939,0.004512310237,3.322134676,0.001089585576,3.32208836,0.004523990692
164.241,3.323029632,0.001076240654,3.32247939,0.004512310237,3.322338208,0.001090606156,3.322291852,0.004535870954
164.251,3.32314296,0.001076803984,3.322824312,0.004533742375,3.322541155,0.001091592408,3.322494762,0.004547636995
164.261,3.323365031,0.001077409306,3.322824312,0.004533742375,3.322743461,0.00109254423,3.322697032,0.004559287835
164.271,3.323586345,0.001078026291,3.323204126,0.004550448671,3.322945071,0.001093461546,3.322898608,0.004570822637
164.281,3.323806862,0.001078664621,3.323204126,0.004550448671,3.323145929,0.001094344452,3.323099435,0.004582240881
164.291,3.323911317,0.001079330084,3.323617833,0.004576973281,3.323345983,0.001095195104,3.323498628,0.00460472779
164.301,3.324130114,0.001080043016,3.323617833,0.004576973281,3.323545181,0.001096013703,3.323696892,0.004615797606
164.311,3.324347998,0.001080766959,3.324035901,0.004596064602,3.323743472,0.001096800115,3.323696892,0.004615797606
164.321,3.324564934,0.001081510756,3.324035901,0.004596064602,3.323940805,0.001097554939,3.3238942,0.004626752841
164.331,3.324662159,0.001082272993,3.324430216,0.004622038442,3.324137132,0.001098278185,3.324090505,0.004637594078
164.341,3.324877084,0.0010830766,3.324430216,0.004622038442,3.324332405,0.001098972709,3.324285757,0.004648322118
164.351,3.32509096,0.00108388928,3.324861863,0.004641663702,3.324526575,0.001099638065,3.324672907,0.004669439651
164.361,3.325303779,0.001084715423,3.324861863,0.004641663702,3.324719592,0.001100276343,3.324672907,0.004669439651
164.371,3.325394866,0.001085574689,3.325076585,0.004654830151,3.324911414,0.001100889238,3.324864713,0.004679831993
164.381,3.32560546,0.00108648127,3.325076585,0.004654830151,3.325102,0.001101476298,3.325055284,0.004690114117
164.391,3.325814881,0.001087398434,3.325563609,0.004679873718,3.325291307,0.001102037892,3.325244579,0.004700286535
164.401,3.326023097,0.00108833503,3.325563609,0.004679873718,3.325479295,0.001102575196,3.325432555,0.004710349979
164.411,3.32610864,0.001089293641,3.325833119,0.004697622317,3.325665922,0.001103090055,3.325619173,0.004720305372
164.421,3.326314354,0.001090293436,3.325833119,0.004697622317,3.32585115,0.001103584751,3.325804392,0.004730153809
164.431,3.326518774,0.001091300188,3.32620625,0.004714754735,3.326034939,0.001104061757,3.325988175,0.004739896546
164.441,3.326721868,0.001092324886,3.32620625,0.004714754735,3.326217253,0.001104523556,3.326170483,0.00474953499
164.451,3.32680291,0.001093371495,3.326533741,0.004736985817,3.326398055,0.001104972526,3.326351282,0.004759070673
164.461,3.327003263,0.001094459807,3.326533741,0.004736985817,3.326577312,0.001105410918,3.326530536,0.004768505197
164.471,3.327202199,0.001095555703,3.326937215,0.004755939971,3.326754989,0.001105840868,3.326708212,0.004777840254
164.481,3.327399689,0.001096669709,3.326937215,0.004755939971,3.326931055,0.001106264448,3.326884278,0.00478707768
164.491,3.327477209,0.001097805115,3.327181081,0.004772387758,3.32710548,0.001106683722,3.327058704,0.004796219492
164.501,3.327671712,0.001098980745,3.327181081,0.004772387758,3.327278234,0.001107100791,3.32723146,0.004805267863
164.511,3.327864677,0.001100162419,3.327631403,0.004795667573,3.327449289,0.001107517821,3.327402518,0.004814225075
164.521,3.328056073,0.001101360168,3.327631403,0.004795667573,3.327618619,0.001107937049,3.327571853,0.004823093451
164.531,3.328130453,0.001102577135,3.327826127,0.004809104299,3.327786199,0.001108360778,3.327739439,0.004831875304
164.541,3.328318621,0.001103831802,3.327826127,0.004809104299,3.327952005,0.001108791329,3.327905252,0.004840572901
164.551,3.328505131,0.001105090879,3.328225103,0.004828797275,3.328116014,0.00110923102,3.32806927,0.004849188446
164.561,3.328689954,0.001106364338,3.328225103,0.004828797275,3.328278206,0.001109682153,3.328231471,0.004857724077
164.571,3.328761064,0.001107655386,3.328513064,0.0048487487,3.32843856,0.001110147011,3.328391835,0.004866181879
164.581,3.328942426,0.001108982154,3.328513064,0.0048487487,3.328597058,0.001110627849,3.328550344,0.004874563869
164.591,3.329122016,0.001110312297,3.328842928,0.004863726471,3.328753682,0.001111126886,3.32870698,0.00488287196
164.601,3.329299808,0.001111655623,3.328842928,0.004863726471,3.328908416,0.001111646309,3.328861728,0.004891108083
164.611,3.32936713,0.00111301534,3.329112271,0.004882774678,3.329061246,0.00111218826,3.329014571,0.004899274206
164.621,3.329541246,0.001114409204,3.329112271,0.004882774678,3.329212157,0.001112754835,3.329165497,0.004907372257
164.631,3.329713486,0.001115805766,3.329464064,0.004899887597,3.329361136,0.001113348073,3.329314493,0.00491540407
164.641,3.329883827,0.001117214651,3.329464064,0.004899887597,3.329508173,0.001113969946,3.329461546,0.004923371369
164.651,3.329946564,0.001118639033,3.32975864,0.004920778763,3.329653256,0.001114622352,3.329606647,0.004931275769
164.661,3.330113039,0.00112009629,3.32975864,0.004920778763,3.329796377,0.001115307108,3.329749786,0.0049391188
164.671,3.330277549,0.00112155569,3.329978199,0.004928799385,3.329937526,0.001116025955,3.329890956,0.004946901947
164.681,3.330440074,0.001123026647,3.329978199,0.004928799385,3.330076698,0.001116780552,3.330030148,0.004954626653
164.691,3.330497265,0.001124512278,3.330262212,0.004948982732,3.330213885,0.001117572485,3.330167356,0.004962294251
164.701,3.330655767,0.001126029703,3.330262212,0.004948982732,3.330349083,0.001118403259,3.330302576,0.004969905907
164.711,3.330812232,0.001127548785,3.330567326,0.004963009716,3.330482286,0.001119274302,3.330435803,0.004977462601
164.721,3.330966645,0.001129078867,3.330567326,0.004963009716,3.330613492,0.001120186955,3.330567033,0.004984965136
164.731,3.331017288,0.001130623111,3.330793174,0.004979533865,3.330742699,0.00112114246,3.330696264,0.004992414172
164.741,3.331167559,0.001132198538,3.330793174,0.004979533865,3.330869904,0.001122141959,3.330823495,0.004999810242
164.751,3.331315741,0.001133775396,3.331112344,0.004994952941,3.330995106,0.001123186487,3.330948725,0.005007153749
164.761,3.331461826,0.001135362981,3.331112344,0.004994952941,3.331118307,0.001124276987,3.331071953,0.005014445001
164.771,3.331504989,0.001136964517,3.331304404,0.005008990846,3.331239506,0.001125414348,3.331193181,0.005021684261
164.781,3.331646856,0.001138597146,3.331304404,0.005008990846,3.331358706,0.00112659939,3.331312411,0.005028871763
164.791,3.331786605,0.001140231403,3.331605541,0.005024195919,3.331475908,0.001127832813,3.331429644,0.005036007688
164.801,3.331924232,0.001141876759,3.331605541,0.005024195919,3.331591116,0.001129115228,3.331544884,0.005043092131
164.811,3.331959156,0.001143536644,3.331769576,0.005036482625,3.331704333,0.001130447172,3.331658134,0.005050125058
164.821,3.332092535,0.001145228436,3.331769576,0.005036482625,3.331815564,0.0011318291,3.331769399,0.005057106275
164.831,3.332223789,0.001146922782,3.331947191,0.005043911252,3.331924814,0.001133261367,3.331878684,0.005064035418
164.841,3.332352921,0.001148629388,3.331947191,0.005043911252,3.332032088,0.001134744221,3.331985995,0.005070911949
164.851,3.332379089,0.001150351837,3.332159122,0.005060279395,3.332137393,0.001136277801,3.332091338,0.005077735169
164.861,3.332503986,0.001152107722,3.332159122,0.005060279395,3.332240735,0.001137862137,3.332194719,0.005084504232
164.871,3.332626775,0.001153867471,3.332499441,0.005077975175,3.332342126,0.001139497188,3.332296147,0.005091218161
164.881,3.332747517,0.001155641528,3.332499441,0.005077975175,3.332441715,0.001141183041,3.332395699,0.005097875905
164.891,3.332766059,0.001157433708,3.332597495,0.00508597065,3.332539544,0.001142919676,3.332493498,0.005104476175
164.901,3.332883042,0.001159261055,3.332597495,0.00508597065,3.332635628,0.001144706777,3.332589553,0.00511101778
164.911,3.332998162,0.00116109058,3.332846214,0.005098868473,3.332729981,0.001146543568,3.332683876,0.00511749972
164.921,3.333111431,0.001162933092,3.332846214,0.005098868473,3.332822618,0.001148429998,3.332776482,0.005123920914
164.931,3.333123606,0.001164793831,3.332955701,0.005108507613,3.332913552,0.001150365768,3.332867385,0.005130280025
164.941,3.333233222,0.001166691661,3.332955701,0.005108507613,3.333002798,0.001152350263,3.3329566,0.005136575413
164.951,3.333341037,0.001168598082,3.333178551,0.005119689562,3.333090369,0.001154382616,3.33304414,0.005142805192
164.961,3.333447068,0.001170523418,3.333178551,0.005119689562,3.333176281,0.001156461804,3.33313002,0.00514896732
164.971,3.333451863,0.001172471456,3.333309855,0.005131258818,3.333260546,0.001158586756,3.333214253,0.005155059659
164.981,3.333554381,0.00117445978,3.333309855,0.005131258818,3.333343179,0.001160756445,3.333296855,0.005161079994
164.991,3.333655171,0.001176458394,3.333497618,0.005139425598,3.333424195,0.001162969928,3.33337784,0.005167026047
165.001,3.333754251,0.001178476808,3.333497618,0.005139425598,3.333503606,0.001165226356,3.333457221,0.005172895492
165.011,3.333752183,0.001180518368,3.333632815,0.005151283596,3.333581427,0.001167524957,3.333535013,0.00517868597
165.021,3.333847903,0.001182600694,3.333632815,0.005151283596,3.333657672,0.001169864995,3.33361123,0.005184395111
165.031,3.333941971,0.001184693799,3.333779316,0.005156178111,3.333732356,0.001172245743,3.333685887,0.005190020529
165.041,3.334034409,0.001186807655,3.333779316,0.005156178111,3.333805493,0.001174666451,3.333758998,0.00519555982
165.051,3.334026103,0.001188946097,3.333906293,0.00516741623,3.333877096,0.001177126312,3.333830576,0.005201010576
165.061,3.334115337,0.001191127226,3.333906293,0.00516741623,3.33394718,0.001179624011,3.333900638,0.005206370402
165.071,3.334203003,0.001193317659,3.334052154,0.005172609179,3.334015759,0.001182158284,3.333969196,0.005211636923
165.081,3.334289118,0.001195529732,3.334052154,0.005172609179,3.334082846,0.001184728321,3.334036266,0.005216807779
165.091,3.334275314,0.001197768301,3.334137521,0.005180949444,3.334148458,0.001187333083,3.334101861,0.00522188062
165.101,3.334358386,0.001200052143,3.334137521,0.005180949444,3.334212608,0.001189971352,3.334165996,0.005226853091
165.111,3.334439965,0.001202351931,3.334348089,0.005190616862,3.33427531,0.001192641793,3.334228686,0.005231722832
165.121,3.334520071,0.001204678118,3.334348089,0.005190616862,3.334336579,0.001195343023,3.334289944,0.005236487482
165.131,3.334501528,0.001207034731,3.334399888,0.005196526212,3.334396428,0.001198073673,3.334349786,0.005241144684
165.141,3.334578746,0.001209439819,3.334399888,0.005196526212,3.334454873,0.001200832434,3.334408225,0.005245692098
165.151,3.334654549,0.001211863665,3.334541509,0.005201979795,3.334511927,0.001203618088,3.334465277,0.005250127411
165.161,3.334728955,0.001214316302,3.334541509,0.005201979795,3.334567605,0.001206429506,3.334520954,0.005254448346
165.171,3.334706388,0.001216801523,3.334589884,0.005207452711,3.334621921,0.001209265645,3.334575273,0.005258652678
165.181,3.334778054,0.001219337147,3.334589884,0.005207452711,3.33467489,0.001212125536,3.334628247,0.0052627382
165.191,3.334848378,0.001221893711,3.334722494,0.005212667377,3.334726526,0.001215008265,3.334679891,0.005266702525
165.201,3.334917376,0.001224481205,3.334722494,0.005212667377,3.334776842,0.001217912976,3.33473022,0.005270543432
165.211,3.334891441,0.001227103456,3.334772676,0.005218063138,3.334825855,0.001220838869,3.334779247,0.005274259129
165.221,3.334957839,0.001229778147,3.334772676,0.005218063138,3.334873577,0.001223785203,3.334826988,0.005277848003
165.231,3.335022961,0.001232476257,3.334935552,0.005223605747,3.334920023,0.001226751291,3.334873456,0.005281308422
165.241,3.335086823,0.001235207708,3.334935552,0.005223605747,3.334965209,0.001229736488,3.334918667,0.005284638685
165.251,3.335058055,0.00123797628,3.334950837,0.005225848163,3.335009147,0.001232740175,3.334962635,0.005287837049
165.261,3.335119445,0.001240799306,3.334950837,0.005225848163,3.335051854,0.001235761758,3.335005374,0.005290901774
165.271,3.33517962,0.001243648038,3.335101408,0.005230848267,3.335093342,0.001238800672,3.335046899,0.005293831176
165.281,3.335238596,0.001246532006,3.335101408,0.005230848267,3.335133627,0.001241856393,3.335087224,0.005296623658
165.291,3.335207388,0.001249454674,3.335103073,0.005231936446,3.335172723,0.001244928457,3.335126365,0.005299277743
165.301,3.335264008,0.001252432847,3.335103073,0.005231936446,3.335210644,0.001248016469,3.335164334,0.005301792082
165.311,3.335319471,0.001255438083,3.335242499,0.005236446784,3.335247406,0.001251120114,3.335201148,0.005304165454
165.321,3.33537379,0.00125847967,3.335242499,0.005236446784,3.335283022,0.001254239222,3.335236821,0.005306396763
165.331,3.335340389,0.001261561097,3.335246053,0.00523764822,3.335317506,0.001257373702,3.335271367,0.005308485023
165.341,3.335392459,0.001264698857,3.335246053,0.00523764822,3.335350874,0.001260523428,3.3353048,0.005310429351
165.351,3.335443424,0.001267864908,3.33534864,0.005240191326,3.33538314,0.001263688292,3.335337135,0.00531222895
165.361,3.335493296,0.001271068204,3.33534864,0.005240191326,3.335414318,0.001266868273,3.335368387,0.005313883105
165.371,3.335457816,0.001274311919,3.335369523,0.005242138871,3.335444423,0.001270063451,3.335398571,0.005315391174
165.381,3.335505539,0.001277612182,3.335369523,0.005242138871,3.335473469,0.001273274007,3.335455788,0.005317966859
165.391,3.335552205,0.001280941471,3.33545905,0.005242895494,3.33550147,0.001276500203,3.335469447,0.005318518665
165.401,3.335597826,0.001284308672,3.33545905,0.005242895494,3.335528441,0.001279742369,3.335482851,0.005319033567
165.411,3.335560268,0.001287716973,3.335490395,0.005243287776,3.335554396,0.001283000889,3.335508903,0.00531995238
165.421,3.335603834,0.001291182289,3.335490395,0.005243287776,3.33557935,0.001286276192,3.335533957,0.005320723046
165.431,3.33564639,0.001294677491,3.335567158,0.005242172302,3.335603316,0.001289568754,3.33555803,0.005321345398
165.441,3.335687947,0.001298211268,3.335567158,0.005242172302,3.33562631,0.001292879092,3.335581133,0.005321819348
165.451,3.335648231,0.001301786668,3.335571603,0.00524247198,3.335648344,0.001296207769,3.335603283,0.005322144888
165.461,3.335687824,0.001305419315,3.335571603,0.00524247198,3.335669434,0.001299555401,3.335624493,0.005322322086
165.471,3.335726453,0.001309082324,3.335634399,0.005242074415,3.335689593,0.00130292267,3.335644776,0.005322351081
165.481,3.335764129,0.001312784245,3.335634399,0.005242074415,3.335708836,0.001306310333,3.335664148,0.005322232113
165.491,3.335722129,0.001316528116,3.335647491,0.005241590546,3.335727176,0.001309719205,3.335682622,0.00532196574
165.501,3.335757932,0.001320329484,3.335647491,0.005241590546,3.335744627,0.00131315014,3.335700212,0.005321552468
165.511,3.335792816,0.001324161705,3.335733707,0.00523913439,3.335761204,0.001316603998,3.335716932,0.005320992472
165.521,3.335826792,0.001328033196,3.335733707,0.00523913439,3.33577692,0.00132008163,3.335732796,0.005320285855
165.531,3.335782373,0.001331946783,3.335724247,0.005235734952,3.335791788,0.001323583866,3.335747817,0.005319432841
165.541,3.33581457,0.001335917663,3.335724247,0.005235734952,3.335805822,0.001327111537,3.335762009,0.005318433932
165.551,3.335845894,0.001339918989,3.335778446,0.00523270889,3.335819037,0.001330665498,3.335775385,0.005317290282
165.561,3.335876357,0.001343958873,3.335778446,0.00523270889,3.335831445,0.001334246653,3.335787958,0.005316002472
165.571,3.335829406,0.001348039973,3.335773962,0.005229815858,3.335843059,0.001337855962,3.335810752,0.005312997026
165.581,3.335858185,0.001352177451,3.335773962,0.005229815858,3.335853893,0.001341494436,3.335810752,0.005312997026
165.591,3.33588614,0.001356344533,3.335816958,0.005226356364,3.335863961,0.001345163125,3.335820998,0.005311281091
165.601,3.335913284,0.001360549455,3.335816958,0.005226356364,3.335873274,0.001348863083,3.335830496,0.005309424306
165.611,3.335863737,0.001364794849,3.335809964,0.005222387783,3.335881847,0.001352595223,3.335839257,0.005307427673
165.621,3.335889295,0.001369095749,3.335809964,0.005222387783,3.335889692,0.001356360509,3.335847295,0.00530529215
165.631,3.335914078,0.001373425223,3.335872074,0.005216689638,3.335896821,0.001360160093,3.335854622,0.005303018602
165.641,3.335938099,0.001377791892,3.335872074,0.005216689638,3.335903246,0.001363995171,3.335861251,0.005300607747
165.651,3.33588594,0.001382197625,3.335836623,0.005211890428,3.335908977,0.001367866389,3.335867194,0.005298060184
165.661,3.335908478,0.001386657118,3.335836623,0.005211890428,3.335914028,0.00137177481,3.335872461,0.005295376426
165.671,3.335930291,0.001391144689,3.335889735,0.005206276647,3.335918408,0.001375721601,3.335877065,0.005292556929
165.681,3.335951391,0.001395669669,3.335889735,0.005206276647,3.335922131,0.001379707783,3.335881017,0.005289602138
165.691,3.335896691,0.001400235622,3.335853454,0.005199014507,3.335925208,0.001383734254,3.335884329,0.005286512513
165.701,3.335916402,0.001404858586,3.335853454,0.005199014507,3.33592765,0.001387801833,3.335887011,0.00528328854
165.711,3.335935437,0.001409511571,3.33588778,0.005193152036,3.335929468,0.00139191131,3.335889075,0.005279930731
165.721,3.335953809,0.001414202995,3.33588778,0.005193152036,3.335930674,0.001396063498,3.335890532,0.00527643961
165.731,3.335896705,0.001418935554,3.335857368,0.005185471278,3.335931279,0.001400259263,3.335891394,0.005272815702
165.741,3.335913791,0.00142372473,3.335857368,0.005185471278,3.335931294,0.00140449955,3.335891376,0.005265171422
165.751,3.335930252,0.001428542837,3.335891238,0.005178207133,3.33593073,0.001408785381,3.335891376,0.005265171422
165.761,3.335946103,0.001433398232,3.335891238,0.005178207133,3.335929598,0.001413117822,3.335890517,0.005261151979
165.771,3.33588681,0.001438293727,3.335850879,0.005166380885,3.335927909,0.001417497939,3.335889107,0.005257001536
165.781,3.335901478,0.00144324516,3.335850879,0.005166380885,3.335925673,0.001421926746,3.335887156,0.005252720422
165.791,3.335915573,0.001448224775,3.33587853,0.005158185349,3.335922902,0.00142640518,3.335884675,0.005248308917
165.801,3.335929109,0.001453241142,3.33587853,0.005158185349,3.335919605,0.001430934092,3.335881674,0.005243767268
165.811,3.335867905,0.001458297139,3.335837664,0.005150310272,3.335915795,0.001435514251,3.335878164,0.005239095694
165.821,3.335880361,0.001463408728,3.335837664,0.005150310272,3.335911481,0.001440146353,3.335874156,0.00523429436
165.831,3.335892295,0.001468547853,3.33586856,0.005139268757,3.335906673,0.001444831045,3.33586966,0.005229363361
165.841,3.335903721,0.001473723146,3.33586856,0.005139268757,3.335901382,0.00144956895,3.335864685,0.005224302743
165.851,3.33584091,0.001478937571,3.335815426,0.005129597645,3.335895618,0.001454360675,3.335859243,0.005219112539
165.861,3.335851355,0.001484207358,3.335815426,0.005129597645,3.335889392,0.001459206807,3.335846996,0.005208343548
165.871,3.335861329,0.001489504435,3.335841984,0.005116932755,3.335882713,0.001464107905,3.335840212,0.005202764835
165.881,3.335870843,0.001494837728,3.335841984,0.005116932755,3.335875591,0.001469064482,3.335832999,0.005197056644
165.891,3.335806742,0.001500210432,3.33578014,0.005101108994,3.335868037,0.001474077015,3.335832999,0.005197056644
165.901,3.335815373,0.001505639187,3.33578014,0.005101108994,3.33586006,0.001479146044,3.335825369,0.005191218906
165.911,3.33582358,0.001511096094,3.335800278,0.005088059245,3.33585167,0.001484271993,3.33581733,0.005185251472
165.921,3.335831375,0.001516590177,3.335800278,0.005088059245,3.335842876,0.001489455044,3.335808893,0.005179154089
165.931,3.335766296,0.001522124508,3.335742441,0.005074964615,3.335833689,0.001494695262,3.335800066,0.00517292639
165.941,3.3357733,0.001527715493,3.335742441,0.005074964615,3.335824117,0.001499992704,3.33579086,0.005166567906
165.951,3.335779925,0.001533334705,3.3357562,0.005064172678,3.33581417,0.001505347444,3.335781283,0.005160078096
165.961,3.335786182,0.001538991169,3.3357562,0.005064172678,3.335803857,0.001510759574,3.335771345,0.005153456376
165.971,3.335720416,0.001544688152,3.335699184,0.005046241771,3.335793188,0.001516229174,3.335761056,0.005146702151
165.981,3.335725969,0.001550442377,3.335699184,0.005046241771,3.335782171,0.001521756295,3.335750423,0.005139814822
165.991,3.335731184,0.001556225569,3.335712537,0.005032059438,3.335770817,0.001527340941,3.335739457,0.005132793798
166.001,3.335736073,0.001562046986,3.335712537,0.005032059438,3.335759132,0.001532983129,3.335728165,0.005125638483
166.011,3.335669877,0.001567910685,3.335657363,0.005020111219,3.335747128,0.001538682952,3.335716558,0.005118348272
166.021,3.335674139,0.001573833011,3.335657363,0.005020111219,3.335734812,0.001544440088,3.335704643,0.005110922542
166.031,3.335678101,0.001579785397,3.335670115,0.005002573649,3.335722193,0.00155025436,3.33569243,0.005103360636
166.041,3.335681775,0.001585777233,3.335670115,0.005002573649,3.335709281,0.001556125677,3.335679926,0.005095661869
166.051,3.335615406,0.001591812132,3.335608403,0.004989040486,3.335696082,0.001562053903,3.335667141,0.005087825517
166.061,3.335618526,0.001597907098,3.335608403,0.004989040486,3.335682607,0.001568038805,3.335654083,0.005079850824
166.071,3.335621383,0.001604033842,3.335619148,0.00496809946,3.335668863,0.001574080047,3.33564076,0.005071737003
166.081,3.335623984,0.001610201603,3.335619148,0.00496809946,3.335654859,0.001580177212,3.335627181,0.005063483348
166.091,3.335557518,0.001616413681,3.335549197,0.00494941591,3.335640603,0.001586329838,3.335613353,0.005055089212
166.101,3.335559632,0.001622686798,3.335549197,0.00494941591,3.335626102,0.001592537437,3.335599285,0.005046553687
166.111,3.335561515,0.001628992402,3.335556181,0.004932300446,3.335611366,0.001598799524,3.335584985,0.005037875696
166.121,3.335563173,0.001635339662,3.335556181,0.004932300446,3.335596403,0.001605115624,3.33557046,0.00502905415
166.131,3.335496702,0.001641731928,3.335488011,0.0049088819,3.335581219,0.001611485289,3.335555719,0.005020088054
166.141,3.335497934,0.001648186116,3.335488011,0.0049088819,3.335565823,0.001617908085,3.335540769,0.00501097656
166.151,3.335498963,0.001654673722,3.335492729,0.004892294052,3.335550222,0.001624383543,3.335525618,0.005001718946
166.161,3.335499795,0.001661204136,3.335492729,0.004892294052,3.335534423,0.001630911192,3.335510273,0.004992314532
166.171,3.335433356,0.001667781001,3.335434833,0.004874950138,3.335518432,0.00163749054,3.335494741,0.004982762646
